Date/Time of Report: 3/18/2025 11:41:41,,,,,,,,
Requester: STN07 - Mngr,,,,,,,,
Filter Applied: Event Time: Before 2/28/2025 11:59:59 PM,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: VCMA,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
23:42:52,U400,FIC_401,CHANGE,,,PIDA.SP,41531.6,Kg/hr
23:42:50,U400,FIC_401,CHANGE,,,PIDA.SP,41609.7,Kg/hr
23:42:50,U400,FIC_401,CHANGE,,,PIDA.SP,41687.8,Kg/hr
23:42:50,U400,FIC_401,CHANGE,,,PIDA.SP,41766,Kg/hr
23:42:49,U400,FIC_401,CHANGE,,,PIDA.SP,41844.1,Kg/hr
23:42:49,U400,FIC_401,CHANGE,,,PIDA.SP,41922.2,Kg/hr
23:42:49,U400,FIC_401,CHANGE,,,PIDA.SP,42000.3,Kg/hr
23:42:43,U400,PP415,UNCMD,,L 00,,STOP,
23:42:43,U400,PP415,OFFNRM,OK,L 00,,FALSE,
23:42:42,U400,PP408,OFFNRM,OK,L 00,,FALSE,
23:42:38,U400,FIC_432,CHANGE,,,PIDA.SP,98700.3,Kg/hr
23:42:34,U400,FIC_432,CHANGE,,,PIDA.SP,100079,Kg/hr
23:42:32,U400,FIC_432,CHANGE,,,PIDA.SP,100216,Kg/hr
23:42:32,U400,FIC_432,CHANGE,,,PIDA.SP,100354,Kg/hr
23:42:31,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.SP,55,%
23:42:31,U400,FIC_432,CHANGE,,,PIDA.SP,100492,Kg/hr
23:42:27,AREA400_HTDC,LIC_4427,CHANGE,,,pida.mode,AUTO,
23:42:18,U300,PC-202,OFFNRM,OK,U 00,PC-202 COMMON ALARM TO DCS,NORMAL,
23:42:17,U300,PC2_FIT124,PVHI,OK,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.564,Nm3/hr
23:42:18,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,32.0163,%
23:42:16,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,31.0163,%
23:42:16,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,30.0163,%
23:42:17,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,29.0163,%
23:42:13,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,28.0163,%
23:42:13,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,27.0163,%
23:42:12,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,26.0163,%
23:42:10,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,25.0163,%
23:42:10,U300,PC2_FIT124,PVHI,,H 00,COMP. SECONDARY SEAL GAS VENT FLOW,0.622,Nm3/hr
23:42:10,U300,PC-202,OFFNRM,,U 00,PC-202 COMMON ALARM TO DCS,ALARM,
23:42:11,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,24.0163,%
23:42:08,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,23.0163,%
23:42:08,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,22.0163,%
23:42:03,AREA400_HTDC,LIC_4427,CHANGE,,,PIDA.OP,21.0163,%
23:41:56,AREA400_HTDC,LIC_4427,CHANGE,,,pida.mode,MAN,
23:40:47,U400,PP408,OFFNRM,ACK,,,,
23:40:27,U100,ALARMS_LTC,PVLOW,OK,H 00,Difference of FRIC_102BA and (FQR_99-FIC_203),-731.68,Kg/Hr
